test_start,test_end,n_days,regime,regime_reversed_within,sharpe_gross,sharpe_moderate,carhart_alpha_daily,carhart_alpha_tstat,ic_mean,ic_tstat,max_drawdown,turnover,cumulative_return
2011-01-03,2015-12-29,252,flat,True,2.843677576091275,2.8283210677435338,0.00753648086090391,1.966690860370395,0.014911675605096875,0.5940590473818862,-0.14326683967597828,0.26974330450426065,4.286814214940269
2011-06-03,2016-05-31,252,flat,True,2.5662305697388788,2.551020285462505,0.00695423256600595,1.7680170708348248,0.016635417212454803,0.6828365461610373,-0.1432668396759779,0.2738714583336097,3.4712089271950424
2011-11-01,2016-10-27,252,flat,True,2.6251370821868236,2.6097706119523307,0.007216305741930504,1.8025603362626368,0.006997132164015054,0.28526965524109976,-0.14326683967597767,0.2691130803680605,3.585925862570459
2012-04-03,2017-04-06,252,flat,True,2.361009667216872,2.3456623557322964,0.006570505600880328,1.6331987960825023,-0.0022106318709197367,-0.09106362629317596,-0.1432668396759785,0.274247366179637,2.8711328430212975
2012-08-31,2017-09-06,252,flat,True,1.5235726412497281,1.4932183404853316,0.002177931905821141,1.3229612220672151,-0.007993400943349301,-0.33631738220901963,-0.14326683967597792,0.2751012378502418,0.5692961463359021
2013-02-05,2018-02-06,252,flat,True,1.0557004909951626,1.0253471014069953,0.0015998053189816641,0.959449933985697,-0.027734609985328066,-1.2215269121224772,-0.14326683967597842,0.2699372230248724,0.34547363220188854
2013-07-08,2018-07-09,252,flat,True,1.1731385837515764,1.1427977497460433,0.0017053390507981614,1.027549809085709,-0.021405134674869118,-0.9754494132555442,-0.14326683967597878,0.27186601579031855,0.39863879457487683
2013-12-04,2018-12-06,252,flat,True,1.030918067124631,1.0005889134012445,0.001491073705466789,0.8862022414494057,-0.027697408267820838,-1.3901789571362957,-0.14326683967597822,0.27143598986228473,0.334789326124288
2014-05-07,2019-05-09,252,flat,True,1.2988799071438504,1.2682482080028987,0.0017822318639979392,1.0906057120649486,-0.01982181891563397,-1.0162640025855598,-0.11955514647854447,0.27149069390105246,0.4532884059136426
2014-10-06,2019-10-08,252,flat,True,1.2936140712838797,1.26327546114527,0.001756810645735827,1.0675331730437676,-0.010942448980601671,-0.5657615156362116,-0.11940980517782342,0.27707528195576003,0.45521625765145957
2015-03-09,2020-03-10,252,flat,True,0.9610962146662914,0.9321427074280192,0.0017753679230721486,1.0255963281477252,-0.018041498830701688,-0.919801373137935,-0.17525863388756552,0.277672040221841,0.3166500047746619
2015-08-06,2020-08-07,252,flat,True,1.9511470833177949,1.9247928164224672,0.0026392137909571458,1.7645513363024474,-0.015033374542681057,-0.7792845779883325,-0.1752586338875653,0.28405944431840846,0.9558070085417911
2016-01-06,2021-01-07,252,flat,True,1.3712527433640558,1.3395216094503908,0.0014269528265483094,1.215671750582379,-0.008096088979486837,-0.42887737663159364,-0.1752586338875655,0.28029640788604937,0.46723138507201956
2016-06-07,2021-06-09,252,flat,True,2.194348810237222,2.1618528204381238,0.0024474400724262073,2.0341085594435855,0.0024575291330054204,0.1389527523116612,-0.17525863388756532,0.27543160690571045,0.874446199651169
2016-11-03,2021-11-05,252,flat,True,1.9594703806850606,1.9271995564857118,0.002124614323111575,1.7987042193481373,0.0031339862355176085,0.18351082477086422,-0.17525863388756538,0.2729357296090364,0.7502313408008345
2017-04-13,2022-04-07,252,flat,True,1.881588623545021,1.8492065948893393,0.002130678291897692,1.7916970433532156,0.002723818499309038,0.16701672280878554,-0.17525863388756538,0.2713275104709368,0.7057557485609298
2017-09-13,2022-09-08,252,bull,True,1.989343484353558,1.9576249323131227,0.0023037726798009377,1.879101107872194,0.013219756580443737,0.8449147383304899,-0.1752586338875654,0.274924212573615,0.7825438129054587
