,portfolio_return
2020-01-27,-0.016117880201297816
2020-02-03,0.016463261351527057
2020-02-10,0.006827332556488892
2020-02-18,0.016225704474593823
2020-02-25,-0.03960105384272188
2020-03-03,-0.03728336551427254
2020-03-10,-0.10273922783611016
2020-03-17,0.1246022007284491
2020-03-24,0.1042593523365542
2020-03-31,0.025115007102985778
2020-04-07,0.08172715497112683
2020-04-15,0.07103539518639747
2020-04-22,0.0005117529128494016
2020-04-29,-0.028721377316361152
2020-05-06,0.04190936216641408
2020-05-13,0.014833102519300343
2020-05-20,-0.006903282108345942
2020-05-28,0.013835803004354202
2020-06-04,0.005629822781168384
2020-06-11,0.04339938866931029
2020-06-18,0.008383993267080633
2020-06-25,0.025194752139141945
2020-07-02,-0.02282421660500022
2020-07-10,0.0002871376335673553
2020-07-17,0.03922670770162313
2020-07-24,-0.012003519372860018
2020-07-31,-0.004328329217446813
2020-08-07,0.00625119664904676
2020-08-14,-0.008490592437460033
2020-08-21,0.007117864065630152
2020-08-28,-0.007482832665896346
2020-09-04,0.009230490736983128
2020-09-14,0.019761002918800053
2020-09-21,-0.024466958421809838
2020-09-28,0.002786869334259511
2020-10-05,0.025516078138060786
2020-10-12,-0.012916494047803387
2020-10-19,0.003315868293841945
2020-10-26,-0.019663246885522356
2020-11-02,-0.01900665570064599
2020-11-09,-0.014279624518573966
2020-11-16,-0.008529087511053093
2020-11-23,-0.011613080531375494
2020-12-01,-0.0015755154509112987
2020-12-08,0.030929568198859156
2020-12-15,0.013109912547156996
2020-12-22,0.009927956652549407
2020-12-30,-0.029366127888008128
2021-01-07,0.006544730955297289
2021-01-14,0.00947962723244009
2021-01-22,-0.0018283378085593243
2021-01-29,0.016436730455406088
2021-02-05,0.012600666582546178
2021-02-12,0.0058218529303472955
2021-02-22,0.03427995492370848
2021-03-01,0.02760943991009897
2021-03-08,0.010946036964918894
2021-03-15,0.00863682235235283
2021-03-22,-0.011083445649362476
2021-03-29,0.00917521114829842
2021-04-06,0.0008739844612739644
2021-04-13,0.007851281487973824
2021-04-20,-0.0030931107594023228
2021-04-27,0.019868182335552643
2021-05-04,0.00624332492351837
2021-05-11,0.025090458564159906
2021-05-18,-0.005651309536562535
2021-05-25,0.01637287866227612
2021-06-02,0.006242626521328701
2021-06-09,0.003539296909885722
2021-06-16,-0.011886489300802458
2021-06-23,0.00526737936491847
2021-06-30,-0.00620802790011998
2021-07-08,0.000543804356520298
2021-07-15,-0.015334685130948059
2021-07-22,0.0011952827759050735
2021-07-29,0.009241627600052248
2021-08-05,0.0015886397608429177
2021-08-12,-0.011598577465986646
2021-08-19,0.03011651077875072
2021-08-26,-0.015212872000937188
2021-09-02,0.013254954957310702
2021-09-10,-0.009162713011938302
2021-09-17,0.01155490009461296
2021-09-24,-0.02252322689750461
2021-10-01,0.0005611047743927007
2021-10-08,0.01072036591111482
2021-10-15,0.006141551190748137
2021-10-22,-0.007551368881035599
2021-10-29,-0.00020873811063126303
2021-11-05,0.0006275505027649198
2021-11-12,-6.683190080869337e-05
2021-11-19,-0.009366595313371634
2021-11-29,-0.001049385451622892
2021-12-06,0.008001950927572452
2021-12-13,0.017661942249036527
2021-12-20,0.0035629592884812325
2021-12-28,0.010419571445292953
2022-01-04,0.013027100470183593
2022-01-11,-0.0040930485272674885
2022-01-19,-0.028810639934355717
2022-01-26,0.01250617770099406
2022-02-02,0.006977159523833298
2022-02-09,-0.01928007341834795
2022-02-16,-0.011008465813510362
2022-02-24,-0.0041785682624108705
2022-03-03,-0.0007438271500718602
2022-03-10,-0.019282677980715233
2022-03-17,-0.004602193692217937
2022-03-24,0.00024611114624152814
2022-03-31,0.021899666422536754
2022-04-07,-0.01022211056096412
2022-04-14,0.024736681838615052
2022-04-22,-0.016650595480253397
2022-04-29,0.00327855729508234
